name,lat,lng,rating,types
Robert F 1969,48.8235978,2.271149599999999,4.4,"['shoe_store', 'point_of_interest', 'store', 'establishment']"
Carrefour City,48.82345,2.2716666,3.7,"['supermarket', 'bakery', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
PHARMACIE DU HAUT MOULIN,48.8226543,2.2765189,3.8,"['pharmacy', 'point_of_interest', 'health', 'store', 'establishment']"
Librairie Chantelivre à Issy-les-Moulineaux,48.8246408,2.2729123,4.8,"['book_store', 'point_of_interest', 'store', 'establishment']"
The French Playing Card Museum,48.82264199999999,2.2734912,4.5,"['museum', 'tourist_attraction', 'store', 'point_of_interest', 'establishment']"
Alimentation Générale,48.822655,2.2798903,3.1,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
Librairie Saint Anselme,48.8221679,2.2836761,4.9,"['book_store', 'store', 'point_of_interest', 'establishment']"
Henrard Evelyne,48.8214309,2.2844557,,"['store', 'point_of_interest', 'establishment']"
Franprix,48.8204276,2.2849178,3.8,"['supermarket', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
Pharmacie du Parc,48.82046219999999,2.2850999,4.1,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']"
Vanv'en'Poupe,48.82181830000001,2.285061900000001,3.3,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
Bio c' Bon Vanves,48.8207369,2.2858202,3.9,"['liquor_store', 'grocery_or_supermarket', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
Maison Thielen traiteur,48.8205485,2.285846400000001,4.7,"['food', 'store', 'point_of_interest', 'establishment']"
2M Conseil,48.82153779999999,2.2857761,4.7,"['general_contractor', 'store', 'point_of_interest', 'establishment']"
PHARMACIE DU HAUT MOULIN,48.8226543,2.2765189,3.8,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']"
SHINEBEAUTY,48.8191369,2.278561,,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
La Tradi Saveurs,48.822655,2.2798903,5.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']"
Rue de l abbé Grégoire,48.8226674,2.2755765,4.5,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']"
Épicerie M3E,48.8226674,2.2755765,4.4,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
Edel et Noray,48.8227306,2.2829204,5.0,"['florist', 'store', 'point_of_interest', 'establishment']"
Pharmacie Nguyen M.A.,48.8219223,2.2846647,4.8,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']"
Parapharmacie,48.82142640000001,2.2734771,5.0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']"
ParfumArte,48.81694419999999,2.277179899999999,,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
Pharmacie Dabi,48.8215802,2.2733933,4.6,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']"
Optique Nicorelli,48.821245,2.286159,4.8,"['point_of_interest', 'health', 'store', 'establishment']"
Henrard Evelyne,48.8214309,2.2844557,,"['point_of_interest', 'store', 'establishment']"
The Grey Deer,48.8182931,2.2861526,,"['point_of_interest', 'store', 'establishment']"
Franprix,48.8204276,2.2849178,3.8,"['supermarket', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Pharmacie du Parc,48.82046219999999,2.2850999,4.1,"['pharmacy', 'point_of_interest', 'health', 'store', 'establishment']"
Bio c' Bon Vanves,48.8207369,2.2858202,3.9,"['liquor_store', 'grocery_or_supermarket', 'food', 'point_of_interest', 'health', 'store', 'establishment']"
Maison Thielen traiteur,48.8205485,2.285846400000001,4.7,"['food', 'point_of_interest', 'store', 'establishment']"
Vanv'en'Poupe,48.82181830000001,2.285061900000001,3.3,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
2M Conseil,48.82153779999999,2.2857761,4.7,"['point_of_interest', 'general_contractor', 'store', 'establishment']"
Librairie Saint Anselme,48.8221679,2.2836761,4.9,"['book_store', 'point_of_interest', 'store', 'establishment']"
Grenier A Pain Vanves,48.8193831,2.2883368,4.3,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Alimentation Générale,48.822655,2.2798903,3.1,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
Intermarché EXPRESS Vanves,48.8199476,2.290884699999999,3.6,"['supermarket', 'bakery', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
MOKACO - Torréfacteur de café au service des entreprises,48.81711170000001,2.2862945,4.9,"['food', 'point_of_interest', 'store', 'establishment']"
Boutique Entremuses,48.82295939999999,2.288652700000001,,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
Soluptica,48.816739,2.286546,,"['point_of_interest', 'health', 'store', 'establishment']"
Guap agencement,48.82355810000001,2.288562600000001,4.4,"['hardware_store', 'point_of_interest', 'home_goods_store', 'store', 'establishment']"
Carrefour Express,48.821801,2.285755,3.5,"['supermarket', 'bakery', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"Artisan Boulanger - Sandwich ""La Flute De Pains""",48.8204085,2.2857405,3.8,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']"
Gourm'eat,48.8205215,2.285781000000001,5.0,"['food', 'point_of_interest', 'store', 'establishment']"
Intermarché EXPRESS Vanves,48.8199476,2.290884699999999,3.6,"['supermarket', 'bakery', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
SONEPAR,48.8214823,2.2932996,4.1,"['point_of_interest', 'store', 'establishment']"
Optique Nicorelli,48.821245,2.286159,4.8,"['point_of_interest', 'health', 'store', 'establishment']"
Grenier A Pain Vanves,48.8193831,2.2883368,4.3,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Vappy Days - Electronic Cigarettes and E-Liquids,48.8198745,2.2918129,4.9,"['point_of_interest', 'store', 'establishment']"
Maison Thielen traiteur,48.8205485,2.285846400000001,4.7,"['food', 'point_of_interest', 'store', 'establishment']"
Bio c' Bon Vanves,48.8207369,2.2858202,3.9,"['liquor_store', 'grocery_or_supermarket', 'food', 'point_of_interest', 'health', 'store', 'establishment']"
HM OPTIQUE,48.8187369,2.291295400000001,4.5,"['point_of_interest', 'health', 'store', 'establishment']"
Boutique Entremuses,48.82295939999999,2.288652700000001,,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
2M Conseil,48.82153779999999,2.2857761,4.7,"['point_of_interest', 'general_contractor', 'store', 'establishment']"
Broady Solutions,48.8236641,2.2892705,5.0,"['electronics_store', 'point_of_interest', 'home_goods_store', 'store', 'establishment']"
The Grey Deer,48.8182931,2.2861526,,"['point_of_interest', 'store', 'establishment']"
Pharmacie du Parc,48.82046219999999,2.2850999,4.1,"['pharmacy', 'point_of_interest', 'health', 'store', 'establishment']"
Picard,48.82169899999999,2.2931395,4.3,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
Franprix,48.8204276,2.2849178,3.8,"['supermarket', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
The Fournee Vanveenne,48.8220397,2.2938053,3.9,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']"
Vanv'en'Poupe,48.82181830000001,2.285061900000001,3.3,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
Grande pharmacie Bleuzen,48.8219027,2.2933846,4.1,"['pharmacy', 'point_of_interest', 'health', 'store', 'establishment']"
Henrard Evelyne,48.8214309,2.2844557,,"['point_of_interest', 'store', 'establishment']"
Info Partner,48.8234945,2.2925831,,"['electronics_store', 'point_of_interest', 'store', 'establishment']"
Intermarché EXPRESS Vanves,48.8199476,2.290884699999999,3.6,"['supermarket', 'bakery', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Picard,48.8189189,2.2968284,4.5,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
SONEPAR,48.8214823,2.2932996,4.1,"['point_of_interest', 'store', 'establishment']"
The Fournee Vanveenne,48.8220397,2.2938053,3.9,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']"
Picard,48.82169899999999,2.2931395,4.3,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
Grande pharmacie Bleuzen,48.8219027,2.2933846,4.1,"['pharmacy', 'point_of_interest', 'health', 'store', 'establishment']"
Vappy Days - Electronic Cigarettes and E-Liquids,48.8198745,2.2918129,4.9,"['point_of_interest', 'store', 'establishment']"
Planet Design,48.82232879999999,2.2957851,,"['furniture_store', 'point_of_interest', 'home_goods_store', 'store', 'establishment']"
HM OPTIQUE,48.8187369,2.291295400000001,4.5,"['point_of_interest', 'health', 'store', 'establishment']"
XEFI Montrouge,48.823575,2.292708,5.0,"['electronics_store', 'point_of_interest', 'store', 'establishment']"
Franprix,48.8183052,2.2965565,3.5,"['supermarket', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
UP Diffusion,48.8181745,2.2969498,,"['store', 'point_of_interest', 'establishment']"
Info Partner,48.8234945,2.2925831,,"['electronics_store', 'point_of_interest', 'store', 'establishment']"
Boulangerie Pâtissier Au pain retrouvé,48.8166813,2.2925414,3.8,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']"
Grenier A Pain Vanves,48.8193831,2.2883368,4.3,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Tom Tip,48.8164418,2.2925122,4.4,"['bar', 'point_of_interest', 'store', 'establishment']"
TotalEnergies,48.82292510000001,2.2952328,3.9,"['gas_station', 'cafe', 'car_wash', 'convenience_store', 'food', 'point_of_interest', 'store', 'establishment']"
Wachani Ezzedine,48.8247483,2.2955465,4.2,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
Boutique Entremuses,48.82295939999999,2.288652700000001,,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
D.b.a.,48.823708,2.2932128,4.8,"['car_dealer', 'point_of_interest', 'car_repair', 'store', 'establishment']"
Picard,48.8189189,2.2968284,4.5,"['supermarket', 'grocery_or_supermarket', 'store', 'point_of_interest', 'food', 'establishment']"
Berthod Marjolaine,48.8223812,2.30159,,"['home_goods_store', 'general_contractor', 'store', 'point_of_interest', 'establishment']"
Les Gens Du Son,48.8221399,2.3015807,,"['electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']"
Fréquence Beauté Coiffure,48.8205536,2.3018155,4.3,"['hair_care', 'store', 'point_of_interest', 'establishment']"
Unic Optic,48.8214412,2.3023386,4.9,"['health', 'store', 'point_of_interest', 'establishment']"
Shohan Design,48.8212017,2.3024829,5.0,"['home_goods_store', 'store', 'point_of_interest', 'establishment']"
UP Diffusion,48.8181745,2.2969498,,"['store', 'point_of_interest', 'establishment']"
Planet Design,48.82232879999999,2.2957851,,"['furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']"
Franprix,48.8183052,2.2965565,3.5,"['supermarket', 'liquor_store', 'convenience_store', 'grocery_or_supermarket', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']"
SONEPAR,48.8214823,2.2932996,4.1,"['store', 'point_of_interest', 'establishment']"
CITROËN STELLANTIS &YOU PARIS MALAKOFF,48.8196422,2.3036622,3.6,"['car_dealer', 'car_repair', 'store', 'point_of_interest', 'establishment']"
Nicolas Malakoff,48.8218864,2.3041142,4.0,"['liquor_store', 'bar', 'store', 'point_of_interest', 'food', 'establishment']"
Adim Printing,48.8233352,2.3026505,5.0,"['store', 'point_of_interest', 'establishment']"
Amplifon Audioprothésiste Malakoff,48.8215471,2.3042361,4.4,"['doctor', 'health', 'store', 'point_of_interest', 'establishment']"
NATURALIA,48.8221943,2.303954000000001,3.9,"['grocery_or_supermarket', 'store', 'point_of_interest', 'food', 'establishment']"
Sucre&Salé Malakoff,48.82289180000001,2.3033014,4.1,"['store', 'restaurant', 'point_of_interest', 'food', 'establishment']"
The Ilot Pages,48.8210804,2.304617,4.8,"['book_store', 'store', 'point_of_interest', 'establishment']"
Esprit d'équipe,48.8224781,2.3040487,3.7,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
The Fournee Vanveenne,48.8220397,2.2938053,3.9,"['bakery', 'store', 'point_of_interest', 'food', 'establishment']"
SoLucette,48.8236043,2.3025542,5.0,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
Nicolas Malakoff,48.8218864,2.3041142,4.0,"['liquor_store', 'bar', 'store', 'food', 'point_of_interest', 'establishment']"
AKAYAMA,48.819121,2.3067185,5.0,"['shoe_store', 'store', 'point_of_interest', 'establishment']"
Paris Bike Company,48.8221705,2.3058448,5.0,"['bicycle_store', 'store', 'point_of_interest', 'establishment']"
Fomma,48.820186,2.308124,3.8,"['furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']"
Berthod Marjolaine,48.8223812,2.30159,,"['home_goods_store', 'general_contractor', 'store', 'point_of_interest', 'establishment']"
Adim Printing,48.8233352,2.3026505,5.0,"['store', 'point_of_interest', 'establishment']"
A vos marques Chaussures Malakoff,48.82104700000001,2.304944,4.6,"['shoe_store', 'clothing_store', 'store', 'health', 'point_of_interest', 'establishment']"
TABAC Le Fleury,48.823032,2.305178199999999,4.1,"['store', 'point_of_interest', 'establishment']"
CET Cinéma Eclairage Télévision,48.822101,2.305685,5.0,"['home_goods_store', 'electronics_store', 'store', 'point_of_interest', 'establishment']"
B et B Communication,48.81866489999999,2.3043027,,"['store', 'point_of_interest', 'establishment']"
The Ilot Pages,48.8210804,2.304617,4.8,"['book_store', 'store', 'point_of_interest', 'establishment']"
Amplifon Audioprothésiste Malakoff,48.8215471,2.3042361,4.4,"['doctor', 'store', 'health', 'point_of_interest', 'establishment']"
CITROËN STELLANTIS &YOU PARIS MALAKOFF,48.8196422,2.3036622,3.6,"['car_dealer', 'car_repair', 'store', 'point_of_interest', 'establishment']"
Les Gens Du Son,48.8221399,2.3015807,,"['home_goods_store', 'electronics_store', 'store', 'point_of_interest', 'establishment']"
Shohan Design,48.8212017,2.3024829,5.0,"['home_goods_store', 'store', 'point_of_interest', 'establishment']"
Unic Optic,48.8214412,2.3023386,4.9,"['store', 'health', 'point_of_interest', 'establishment']"
Fréquence Beauté Coiffure,48.8205536,2.3018155,4.3,"['hair_care', 'store', 'point_of_interest', 'establishment']"
NATURALIA,48.8221943,2.303954000000001,3.9,"['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
Esprit d'équipe,48.8224781,2.3040487,3.7,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
Sucre&Salé Malakoff,48.82289180000001,2.3033014,4.1,"['store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
MONOPRIX,48.821746,2.3129842,3.8,"['supermarket', 'department_store', 'convenience_store', 'grocery_or_supermarket', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
La Plateforme du Bâtiment - MONTROUGE PORTE DE CHÂTILLON,48.81741229999999,2.309649799999999,4.4,"['home_goods_store', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
Cuisines TEISSEIRE - Teissa par DOREL - Architecte d'Intérieur - Rénovation d'appartement,48.8206552,2.311601,4.7,"['general_contractor', 'furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']"
Fomma,48.820186,2.308124,3.8,"['furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']"
AKAYAMA,48.819121,2.3067185,5.0,"['shoe_store', 'store', 'point_of_interest', 'establishment']"
Imprimerie Clément,48.8216268,2.3111229,5.0,"['store', 'point_of_interest', 'establishment']"
Paris Bike Company,48.8221705,2.3058448,5.0,"['bicycle_store', 'store', 'point_of_interest', 'establishment']"
Lusiarte,48.8195379,2.3101369,3.7,"['furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']"
Le Palais du Désir - La Romainville,48.8202415,2.3110779,3.7,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']"
GO2 SANTÉ MATÉRIEL MÉDICAL,48.8195905,2.310791199999999,4.5,"['health', 'store', 'point_of_interest', 'establishment']"
PUM,48.820956,2.3117362,3.9,"['store', 'point_of_interest', 'establishment']"
CET Cinéma Eclairage Télévision,48.822101,2.305685,5.0,"['electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']"
A vos marques Chaussures Malakoff,48.82104700000001,2.304944,4.6,"['shoe_store', 'health', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
LupinLapin,48.8217375,2.3129881,2.0,"['store', 'point_of_interest', 'establishment']"
Vival,48.81765809999999,2.3083553,3.4,"['convenience_store', 'bakery', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
The Ilot Pages,48.8210804,2.304617,4.8,"['book_store', 'store', 'point_of_interest', 'establishment']"
Nicolas Malakoff,48.8218864,2.3041142,4.0,"['liquor_store', 'bar', 'food', 'store', 'point_of_interest', 'establishment']"
Amplifon Audioprothésiste Malakoff,48.8215471,2.3042361,4.4,"['doctor', 'health', 'store', 'point_of_interest', 'establishment']"
Studio penguin,48.81939260000001,2.3141038,1.0,"['electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']"
Adrine Menard,48.8168996,2.3098545,5.0,"['store', 'point_of_interest', 'establishment']"
MONOPRIX,48.821746,2.3129842,3.8,"['supermarket', 'department_store', 'convenience_store', 'grocery_or_supermarket', 'clothing_store', 'food', 'point_of_interest', 'store', 'establishment']"
Cuisines TEISSEIRE - Teissa par DOREL - Architecte d'Intérieur - Rénovation d'appartement,48.8206552,2.311601,4.7,"['general_contractor', 'furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
Imprimerie Clément,48.8216268,2.3111229,5.0,"['point_of_interest', 'store', 'establishment']"
Studio penguin,48.81939260000001,2.3141038,1.0,"['electronics_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
LupinLapin,48.8217375,2.3129881,2.0,"['point_of_interest', 'store', 'establishment']"
PUM,48.820956,2.3117362,3.9,"['point_of_interest', 'store', 'establishment']"
Le Palais du Désir - La Romainville,48.8202415,2.3110779,3.7,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']"
GO2 SANTÉ MATÉRIEL MÉDICAL,48.8195905,2.310791199999999,4.5,"['health', 'point_of_interest', 'store', 'establishment']"
LEVCASH,48.8190204,2.3171562,4.6,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
2M Moto Montrouge,48.8189256,2.3176969,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']"
Lusiarte,48.8195379,2.3101369,3.7,"['furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
Furic Sa,48.81890819999999,2.317827,,"['point_of_interest', 'store', 'establishment']"
La Plateforme du Bâtiment - MONTROUGE PORTE DE CHÂTILLON,48.81741229999999,2.309649799999999,4.4,"['clothing_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
MADE IN SENS,48.8183786,2.3185082,4.3,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
Fomma,48.820186,2.308124,3.8,"['furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
Chloé,48.8198738,2.3201934,,"['point_of_interest', 'car_dealer', 'store', 'establishment']"
Bonobo,48.8177183,2.3188996,4.5,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
Orange,48.8176881,2.3189539,3.9,"['point_of_interest', 'store', 'establishment']"
Franprix,48.81748389999999,2.3187469,3.4,"['supermarket', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Shurgard Self Storage Paris - Porte de Châtillon,48.8188319,2.3096211,4.8,"['storage', 'point_of_interest', 'store', 'establishment']"
MONOPRIX,48.821746,2.3129842,3.8,"['supermarket', 'department_store', 'convenience_store', 'grocery_or_supermarket', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
TotalEnergies,48.82065190000001,2.3247291,3.7,"['gas_station', 'convenience_store', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']"
Alesia Moto - Honda,48.8242613,2.3199534,4.4,"['car_repair', 'car_dealer', 'store', 'point_of_interest', 'establishment']"
Pharmacie Principale de la Porte d'Orléans,48.822933,2.3248383,3.4,"['pharmacy', 'drugstore', 'health', 'store', 'point_of_interest', 'establishment']"
E.M.S Diffusion,48.8169086,2.3220329,,"['health', 'store', 'point_of_interest', 'establishment']"
Chloé,48.8198738,2.3201934,,"['car_dealer', 'store', 'point_of_interest', 'establishment']"
MécaServices,48.817896,2.322612,4.8,"['car_repair', 'store', 'point_of_interest', 'establishment']"
La Belle Fleur,48.8169244,2.3187848,3.6,"['florist', 'store', 'point_of_interest', 'establishment']"
Funeral ROC-ECLERC,48.82039899999999,2.320926,5.0,"['funeral_home', 'florist', 'general_contractor', 'store', 'point_of_interest', 'establishment']"
À l'ourson,48.8204886,2.3210431,4.1,"['home_goods_store', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
Furic Sa,48.81890819999999,2.317827,,"['store', 'point_of_interest', 'establishment']"
2M Moto Montrouge,48.8189256,2.3176969,4.5,"['car_repair', 'store', 'point_of_interest', 'establishment']"
"Pharmatheque, Sandrine Besnard",48.81876099999999,2.3205051,,"['real_estate_agency', 'pharmacy', 'health', 'store', 'point_of_interest', 'establishment']"
LEVCASH,48.8190204,2.3171562,4.6,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
MADE IN SENS,48.8183786,2.3185082,4.3,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
Bonobo,48.8177183,2.3188996,4.5,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
Orange,48.8176881,2.3189539,3.9,"['store', 'point_of_interest', 'establishment']"
L'Atelier de Koko,48.8182277,2.3220063,4.6,"['florist', 'store', 'point_of_interest', 'establishment']"
La Boutique Selle Français,48.81835330000001,2.3223584,,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
Franprix,48.81748389999999,2.3187469,3.4,"['supermarket', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
Pharmacie Principale de la Porte d'Orléans,48.822933,2.3248383,3.4,"['pharmacy', 'drugstore', 'health', 'point_of_interest', 'store', 'establishment']"
TotalEnergies,48.82065190000001,2.3247291,3.7,"['gas_station', 'convenience_store', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Mercedes-Benz Porte d'Orleans,48.8175343,2.3276091,3.6,"['car_dealer', 'point_of_interest', 'store', 'establishment']"
Renault Montrouge - Groupe Losange Autos,48.8173415,2.325862899999999,4.6,"['car_repair', 'point_of_interest', 'car_dealer', 'store', 'establishment']"
Rive Gauche Motos,48.8230974,2.3270236,4.4,"['car_repair', 'point_of_interest', 'store', 'establishment']"
Marionnaud-Parfumerie,48.822706,2.3259966,3.5,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
Jolie Mode,48.82253009999999,2.325951,5.0,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
E.M.S Diffusion,48.8169086,2.3220329,,"['health', 'point_of_interest', 'store', 'establishment']"
MécaServices,48.817896,2.322612,4.8,"['car_repair', 'point_of_interest', 'store', 'establishment']"
Chloé,48.8198738,2.3201934,,"['point_of_interest', 'car_dealer', 'store', 'establishment']"
La Rotonde,48.8221407,2.3258581,4.0,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
À l'ourson,48.8204886,2.3210431,4.1,"['clothing_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
Funeral ROC-ECLERC,48.82039899999999,2.320926,5.0,"['funeral_home', 'florist', 'general_contractor', 'point_of_interest', 'store', 'establishment']"
Carrefour Market Montrouge,48.81828260000001,2.3251614,3.6,"['supermarket', 'grocery_or_supermarket', 'bakery', 'home_goods_store', 'food', 'point_of_interest', 'store', 'establishment']"
La Boutique Selle Français,48.81835330000001,2.3223584,,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
Amplifon S.P.A,48.8192193,2.3276627,2.4,"['health', 'point_of_interest', 'store', 'establishment']"
Monceau Fleurs,48.81797630000001,2.3250803,3.7,"['florist', 'point_of_interest', 'store', 'establishment']"
L'Atelier de Koko,48.8182277,2.3220063,4.6,"['florist', 'point_of_interest', 'store', 'establishment']"
Degrif Des Stocks,48.817824,2.324631700000001,3.8,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
Boucherie Sofia,48.8225467,2.3274455,3.1,"['food', 'point_of_interest', 'store', 'establishment']"
Pharmacie Principale de la Porte d'Orléans,48.822933,2.3248383,3.4,"['pharmacy', 'drugstore', 'point_of_interest', 'health', 'store', 'establishment']"
Mercedes-Benz Porte d'Orleans,48.8175343,2.3276091,3.6,"['car_dealer', 'point_of_interest', 'store', 'establishment']"
TotalEnergies,48.82065190000001,2.3247291,3.7,"['gas_station', 'cafe', 'convenience_store', 'food', 'point_of_interest', 'store', 'establishment']"
Renault Montrouge - Groupe Losange Autos,48.8173415,2.325862899999999,4.6,"['car_dealer', 'point_of_interest', 'car_repair', 'store', 'establishment']"
Rive Gauche Motos,48.8230974,2.3270236,4.4,"['point_of_interest', 'car_repair', 'store', 'establishment']"
Marionnaud-Parfumerie,48.822706,2.3259966,3.5,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
Jolie Mode,48.82253009999999,2.325951,5.0,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
FCOSINUS,48.8230084,2.327438799999999,4.7,"['electronics_store', 'point_of_interest', 'store', 'establishment']"
inno.centre,48.818699,2.3299227,4.9,"['point_of_interest', 'store', 'establishment']"
Amplifon S.P.A,48.8192193,2.3276627,2.4,"['point_of_interest', 'health', 'store', 'establishment']"
Boucherie Sofia,48.8225467,2.3274455,3.1,"['food', 'point_of_interest', 'store', 'establishment']"
Rool'in,48.81818879999999,2.3292618,5.0,"['bicycle_store', 'point_of_interest', 'store', 'establishment']"
La Rotonde,48.8221407,2.3258581,4.0,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
La Maison du Kilt,48.8216536,2.3336185,4.5,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
Masamune,48.8244913,2.3300193,4.7,"['point_of_interest', 'health', 'store', 'establishment']"
Relais H (Snc),48.8233946,2.3261492,,"['point_of_interest', 'store', 'establishment']"
Carrefour Market Montrouge,48.81828260000001,2.3251614,3.6,"['supermarket', 'bakery', 'grocery_or_supermarket', 'food', 'point_of_interest', 'home_goods_store', 'store', 'establishment']"
Monceau Fleurs,48.81797630000001,2.3250803,3.7,"['florist', 'point_of_interest', 'store', 'establishment']"
Franprix,48.82397,2.32607,3.4,"['supermarket', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Degrif Des Stocks,48.817824,2.324631700000001,3.8,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
La Maison du Kilt,48.8216536,2.3336185,4.5,"['clothing_store', 'store', 'point_of_interest', 'establishment']"
inno.centre,48.818699,2.3299227,4.9,"['store', 'point_of_interest', 'establishment']"
Rool'in,48.81818879999999,2.3292618,5.0,"['bicycle_store', 'store', 'point_of_interest', 'establishment']"
Fleexi,48.8162584,2.3331586,,"['electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']"
deparis,48.8209348,2.3334596,,"['store', 'point_of_interest', 'establishment']"
